Country,City,Latitude,Longitude,Temperature,Humidity %,Wind Speed,Cloudiness %
RU,saskylakh,71.97,114.09,-27.57,43,4.18,48
GA,port-gentil,-0.72,8.78,80.97,97,6.76,44
NA,henties bay,-22.12,14.28,62.43,100,3.96,0
PT,praia da vitoria,38.73,-27.07,59,77,10.56,75
AU,mareeba,-16.99,145.42,75.2,88,4.7,0
SY,yabrud,33.97,36.66,41,86,6.93,20
RU,deputatskiy,69.3,139.9,-38.28,0,2.51,0
,zhanatas,,,,,,
,meyungs,,,,,,
MX,pochutla,15.74,-96.47,84.2,74,6.93,40
RU,bilibino,68.06,166.44,14.42,65,2.39,24
CA,mackay,53.65,-115.58,5,77,10.29,75
TT,esperance,10.24,-61.45,84.2,66,11.41,40
EC,puerto ayora,-0.74,-90.35,87.8,52,18.34,75
MX,lazaro cardenas,28.39,-105.62,62.6,34,9.17,5
UZ,nuristan,38.49,65.64,14,78,6.93,20
AR,mar del plata,-46.43,-67.52,82.55,31,19.17,64
MV,ugoofaaru,5.67,73,80.43,100,2.95,48
US,nome,30.04,-94.42,66.2,25,14.99,1
BR,ponta do sol,-20.63,-46,75.3,82,5.3,80
US,ukiah,39.15,-123.21,53.6,71,2.73,1
CN,linfen,36.09,111.52,5.73,62,2.62,44
,labrea,,,,,,
RU,zeya,53.74,127.27,-29.01,44,2.17,12
BF,diebougou,10.97,-3.25,78.14,25,10.22,8
SY,jablah,35.36,35.93,50,76,6.93,40
RU,oktyabrskiy,55.61,37.97,23,92,11.18,75
IT,mazara del vallo,37.65,12.59,46.4,93,4.7,20
RU,yasnyy,64.04,44.09,20.27,83,4.74,80
,skalistyy,,,,,,
RU,ust-uda,54.17,103.03,-0.39,73,2.73,56
MN,baruun-urt,46.68,113.28,-5.61,63,9.22,0
SN,gat,14.69,-16.54,84.2,23,11.12,0
GY,georgetown,6.8,-58.16,86,51,13.87,40
GL,paamiut,61.99,-49.67,25.35,100,12.35,44
RU,pokosnoye,55.53,101.05,6.59,83,4.85,76
US,sitka,37.17,-99.65,44.7,36,8.77,0
NZ,waikuku,-43.29,172.68,66.2,93,3.36,0
MX,puerto escondido,15.86,-97.07,84.2,74,6.93,40
AR,russell,-33.01,-68.8,91.4,31,13.87,75
AU,lakes entrance,-37.88,147.99,65.76,100,12.46,92
CA,nanton,50.35,-113.77,43.8,65,10.22,64
US,kodiak,39.95,-94.76,24.8,58,5.82,1
JP,ishigaki,24.34,124.16,62.25,100,23.31,92
CL,san ignacio,-36.8,-72.03,86,23,10.29,0
NZ,kaitangata,-46.28,169.85,77.1,59,4.74,0
OM,salalah,17.01,54.1,75.2,47,8.05,20
MU,cap malheureux,-19.98,57.61,80.6,83,8.05,75
RO,casian,44.5,28.48,37.4,88,5.82,0
ZM,nyimba,-14.56,30.81,72.51,93,4.41,8
MR,atar,20.52,-13.05,55.86,28,7.99,0
AO,namibe,-15.19,12.15,76.02,100,5.75,12
CN,shihezi,44.3,86.03,-26.72,40,3.74,24
IR,ardakan,32.31,54.02,35.6,55,4.7,0
CL,punta arenas,-53.16,-70.91,59,38,29.97,40
IN,tura,25.52,90.21,44.39,73,1.72,0
,lolua,,,,,,
,jabiru,,,,,,
CY,tera,34.97,32.42,50,81,8.05,20
ID,gorontalo,0.54,123.06,72.78,94,2.73,0
CF,mbaiki,3.87,17.99,77.24,47,3.18,0
PH,san quintin,17.54,120.52,69.14,81,5.19,48
RU,aleksandrov gay,50.14,48.57,2.04,70,15.7,0
PL,tomaszow lubelski,50.45,23.42,41.15,94,21.41,92
RU,myshkin,57.78,38.45,19.82,87,11.23,80
GM,serekunda,13.44,-16.68,71.6,53,9.17,0
NA,walvis bay,-22.95,14.51,64.4,77,5.82,0
RU,breytovo,58.3,37.86,19.37,89,10.78,92
NZ,ahipara,-35.17,173.16,74.04,73,14.81,0
TZ,mgandu,-5.96,34.11,62.16,94,1.39,64
FR,saint-augustin,44.83,-0.61,46.4,93,3.36,90
RU,klichka,50.44,118,-21.32,29,5.64,0
GL,nuuk,64.17,-51.74,8.6,92,5.82,40
TM,gazojak,41.19,61.4,5.87,91,3.29,68
NG,auki,12.18,6.51,67.47,27,10,0
RU,verkhnevilyuysk,63.45,120.31,-27.39,42,3.4,48
AU,emerald,-23.53,148.16,74.58,77,4.29,0
ES,fortuna,38.18,-1.13,57.2,81,4.7,0
MN,bayan,47.25,107.54,-14.12,54,7.65,0
AU,port hedland,-20.31,118.58,73.4,94,17.22,90
US,avila,38.91,-76.61,46.4,56,10.29,90
US,half moon bay,37.46,-122.43,62.6,71,4.7,90
RU,lavrentiya,65.58,-170.99,21.93,95,6.98,0
QA,doha,25.29,51.53,60.8,59,6.93,0
,marcona,,,,,,
IS,hofn,64.25,-15.21,28.4,54,6.93,20
,tlahualilo,,,,,,
DZ,constantine,36.36,6.61,46.4,65,2.17,20
DE,friedrichshafen,47.65,9.48,44.6,87,10.29,90
MN,ulaangom,49.98,92.07,-26.72,33,1.72,36
